sku,vendor,title,super_category,primary_category,product_category_type,collection_name,material,colour_finish,width_mm,depth_mm,height_mm,installation_type,warranty_years,weight_kg,confidence
237003BB,Greens,Greens Optima Plus AirFlo Twin Rail Shower - Brushed Brass - 237003BB,Tapware,Shower Tapware,,,,,,,,,,,0.588
237003BN,Greens,Greens Optima Plus AirFlo Twin Rail Shower - Brushed Nickel - 237003BN,Tapware,Shower Tapware,,,,,,,,,,,0.589
237003CP,Greens,Greens Optima Plus AirFlo Twin Rail Shower - Chrome - 237003CP,Tapware,Shower Tapware,,,,,,,,,,,0.699
237003GM,Greens,Greens Optima Plus AirFlo Twin Rail Shower - Gun Metal - 237003GM,Tapware,Shower Tapware,,,,,,,,,,,0.719
237003MB,Greens,Greens Optima Plus AirFlo Twin Rail Shower - Matte Black - 237003MB,Tapware,Shower Tapware,,,,,,,,,,,0.72
LF23703580BB,Greens,Greens Optima Plus Shower Mixer - LF Brushed Brass - LF23703580BB,Tapware,Shower Tapware,,,,,,,,,,,0.493
LF23703580BN,Greens,Greens Optima Plus Shower Mixer - LF Brushed Nickel - LF23703580BN,Tapware,Shower Tapware,,,,,,,,,,,0.519
LF23703580CP,Greens,Greens Optima Plus Shower Mixer - LF Chrome - LF23703580CP,Tapware,Shower Tapware,,,,,,,,,,,0.594
LF23703580GM,Greens,Greens Optima Plus Shower Mixer - LF Gun Metal - LF23703580GM,Tapware,Shower Tapware,,,,,,,,,,,0.485
LF23703580MB,Greens,Greens Optima Plus Shower Mixer - LF Matte Black - LF23703580MB,Tapware,Shower Tapware,,,,,,,,,,,0.469
23703590BB,Greens,Greens Optima Plus Shower/Bath Diverter Wall Mixer - LF Brushed Brass - 23703590BB,Tapware,Shower Tapware,,,,,,,,,,,0.608
23703590BN,Greens,Greens Optima Plus Shower/Bath Diverter Wall Mixer - LF Brushed Nickel - 23703590BN,Tapware,Shower Tapware,,,,,,,,,,,0.616
23703590CP,Greens,Greens Optima Plus Shower/Bath Diverter Wall Mixer - LF Chrome - 23703590CP,Tapware,Shower Tapware,,,,,,,,,,,0.675
23703590GM,Greens,Greens Optima Plus Shower/Bath Diverter Wall Mixer - LF Gun Metal - 23703590GM,Tapware,Shower Tapware,,,,,,,,,,,0.607
23703590MB,Greens,Greens Optima Plus Shower/Bath Diverter Wall Mixer - LF Matte Black - 23703590MB,Tapware,Shower Tapware,,,,,,,,,,,0.577
237001BB,Greens,Greens Optima Plus Wall Shower & Arm - Brushed Brass - 237001BB,Tapware,Shower Tapware,,,,,,,,,,,0.735
237001BN,Greens,Greens Optima Plus Wall Shower & Arm - Brushed Nickel - 237001BN,Tapware,Shower Tapware,,,,,,,,,,,0.782
237001CP,Greens,Greens Optima Plus Wall Shower & Arm - Chrome - 237001CP,Tapware,Shower Tapware,,,,,,,,,,,0.875
237001GM,Greens,Greens Optima Plus Wall Shower & Arm - Gun Metal - 237001GM,Tapware,Shower Tapware,,,,,,,,,,,0.761
237001MB,Greens,Greens Optima Plus Wall Shower & Arm - Matte Black - 237001MB,Tapware,Shower Tapware,,,,,,,,,,,0.769
1920006,Greens,Greens Optima Rail Shower - Brushed Brass - 1920006,Tapware,Shower Tapware,,,,,,,,,,,0.429
1920007,Greens,Greens Optima Rail Shower - Matte Black - 1920007,Tapware,Shower Tapware,,,,,,,,,,,0.602
1920086,Greens,Greens Optima Shower Wall Mixer (Trim Only) - Brushed Brass - 1920086,Tapware,Shower Tapware,,,,,,,,,,,0.69
19200826,Greens,Greens Optima Shower Wall Mixer w/Mini Faceplate (Trim Only) - Brushed Brass - 19200826,Tapware,Shower Tapware,,,,,,,,,,,0.708
19200827,Greens,Greens Optima Shower Wall Mixer w/Mini Faceplate (Trim Only) - Matte Black - 19200827,Tapware,Shower Tapware,,,,,,,,,,,0.689
1920096,Greens,Greens Optima Shower/Bath Diverter Mixer Trim Only - Brushed Brass - 1920096,Tapware,Shower Tapware,,,,,,,,,,,0.514
1920091,Greens,Greens Optima Shower/Bath Diverter Mixer Trim Only - Brushed Nickel - 1920091,Tapware,Shower Tapware,,,,,,,,,,,0.55
1920090,Greens,Greens Optima Shower/Bath Diverter Mixer Trim Only - Chrome - 1920090,Tapware,Shower Tapware,,,,,,,,,,,0.602
1920097,Greens,Greens Optima Shower/Bath Diverter Mixer Trim Only - Matte Black - 1920097,Tapware,Shower Tapware,,,,,,,,,,,0.51
98238011,Greens,Greens Oxi Shower Wall Mixer - Brushed Nickel - 98238011,Tapware,Shower Tapware,,,,,,,,,,,0.543
2130250BB + LF9414860,Greens,Greens Reflect Shower Mixer Includes Body - Brushed Brass - 2130250BB + LF9414860,Tapware,Shower Tapware,,,,,,,,,,,0.519
2130250BC + LF9414860,Greens,Greens Reflect Shower Mixer Includes Body - Brushed Copper - 2130250BC + LF9414860,Tapware,Shower Tapware,,,,,,,,,,,0.496
2130250BN + LF9414860,Greens,Greens Reflect Shower Mixer Includes Body - Brushed Nickel - 2130250BN + LF9414860,Tapware,Shower Tapware,,,,,,,,,,,0.552
9193586,Greens,Greens Shower Mixer In-Wall Rough-In Body - Brushed Brass 9193586,Tapware,Shower Tapware,,,,,,,,,,,0.545
9193581,Greens,Greens Shower Mixer In-Wall Rough-In Body - Brushed Nickel 9193581,Tapware,Shower Tapware,,,,,,,,,,,0.573
9193580,Greens,Greens Shower Mixer In-Wall Rough-In Body - Chrome 9193580,Tapware,Shower Tapware,,,,,,,,,,,0.623
1860250BC + LF9514860,Greens,Greens Swept Shower Mixer Includes Body - Brushed Copper - 1860250BC + LF9514860,Tapware,Shower Tapware,,,,,,,,,,,0.496
1860250BN + LF9514860,Greens,Greens Swept Shower Mixer Includes Body - Brushed Nickel - 1860250BN + LF9514860,Tapware,Shower Tapware,,,,,,,,,,,0.552
1860250CP + LF9514860,Greens,Greens Swept Shower Mixer Includes Body - Chrome - 1860250CP + LF9514860,Tapware,Shower Tapware,,,,,,,,,,,0.626
1860250GM + LF9514860,Greens,Greens Swept Shower Mixer Includes Body - Gun Metal - 1860250GM + LF9514860,Tapware,Shower Tapware,,,,,,,,,,,0.427
1860250MB + LF9514860,Greens,Greens Swept Shower Mixer Includes Body - Matte Black - 1860250MB + LF9514860,Tapware,Shower Tapware,,,,,,,,,,,0.949
18302577,Greens,Greens Textura Shower Mixer - Matte Black - 18302577,Tapware,Shower Tapware,,,,,,,,,,,0.691
9414860,Greens,Greens Universal Shower Mixer Body M25 9414860,Tapware,Shower Tapware,,,,,,,,,,,0.834
20001000037,Hansa,Hansa 46mm Shower/Bath In-Wall Diverter Body - 20001000037,Tapware,Shower Tapware,,,,,,,,,,,0.8
HSS440230B,Hansa,Hansa Ecojet 230mm Shower System - Chrome - HSS440230B,Tapware,Shower Tapware,,,,,,,,,,,0.506
50789003SP + 50500100,Hansa,Hansa Paleno Shower Mixer - Chrome - 50789003SP + 50500100,Tapware,Shower Tapware,,,,,,,,,,,0.825
50629093,Hansa,Hansa Polo Neu Round Shower Mixer 90mm Trim Kit - Chrome - 50629093,Tapware,Shower Tapware,,,,,,,,,,,0.635
59910900,Hansa,Hansa Shower Diverter Plunger Assembly - 59910900,Tapware,Shower Tapware,,,,,,,,,,,0.975
50500100,Hansa,Hansa Shower Mixer Body 35mm - 50500100,Tapware,Shower Tapware,,,,,,,,,,,0.886
A49775003 + 50500100,Hansa,Hansa Twist Loop Quad Shower Mixer - Chrome - A49775003 + 50500100,Tapware,Shower Tapware,,,,,,,,,,,0.825
4975900333,Hansa,Hansa Twist Shower Mixer Trim - Matte Black - 4975900333,Tapware,Shower Tapware,,,,,,,,,,,0.711
26743003,Hansgrohe,Hansgrohe Croma Select E Twin Shower System - Chrome 26743003,Tapware,Shower Tapware,,,,,,,,,,,0.731
26563400,Hansgrohe,Hansgrohe Croma Select S Shower Set 110 Vario EcoSmart with 65cm Shower Bar - White & Chrome - 26563400,Tapware,Shower Tapware,,,,,,,,,,,0.792
26744003,Hansgrohe,Hansgrohe Croma Select S Twin Shower System - Chrome 26744003,Tapware,Shower Tapware,,,,,,,,,,,0.731
31965343 + 13620180,Hansgrohe,Hansgrohe Decor Shower Mixer with In-Wall Body - Brushed Black Chrome - 31965343 + 13620180,Tapware,Shower Tapware,,,,,,,,,,,0.866
76615003 + 01800180,Hansgrohe,Hansgrohe Finoris S Single Shower Wall Mixer - Includes In-Wall Body - Chrome - 76615003 + 01800180,Tapware,Shower Tapware,,,,,,,,,,,0.694
76615673 + 01800180,Hansgrohe,Hansgrohe Finoris S Single Shower Wall Mixer - Includes In-Wall Body - Matte Black - 76615673 + 01800180,Tapware,Shower Tapware,,,,,,,,,,,0.561
76615703 + 01800180,Hansgrohe,Hansgrohe Finoris Single Lever iBox Universal Shower Mixer with In-Wall Body - Matte White - 76615703 + 01800180,Tapware,Shower Tapware,,,,,,,,,,,0.677
31945003 + 01800180,Hansgrohe,Hansgrohe Focus Single Lever Bath Diverter Mixer with In-Wall Body - Round 150mm - Chrome - 31945003 + 01800180,Tapware,Shower Tapware,,,,,,,,,,,0.502
31961820 + 13620180,Hansgrohe,Hansgrohe Focus Single Lever Shower Mixer with In-Wall Body - Round 110mm - Brushed Nickel - 31961820 + 13620180,Tapware,Shower Tapware,,,,,,,,,,,0.826
31961000 + 13620180,Hansgrohe,Hansgrohe Focus Single Lever Shower Mixer with In-Wall Body - Round 110mm - Chrome - 31961000 + 13620180,Tapware,Shower Tapware,,,,,,,,,,,0.85
13620180,Hansgrohe,Hansgrohe In-Wall Body - 13620180,Tapware,Shower Tapware,,,,,,,,,,,0.507
28276000,Hansgrohe,Hansgrohe Isiflex 160cm Shower Hose - 28276000,Tapware,Shower Tapware,,,,,,,,,,,0.798
28276000,Hansgrohe,Hansgrohe Isiflex Shower Hose 160cm - Chrome - 28276000,Tapware,Shower Tapware,,,,,,,,,,,0.828
71405003 + 01800180,Hansgrohe,Hansgrohe Logis Bath Wall Mixer & Diverter - Includes In-Wall Body - Chrome - 71405003 + 01800180,Tapware,Shower Tapware,,,,,,,,,,,0.501
71604000 + 13620180,Hansgrohe,Hansgrohe Logis Shower Wall Mixer - Includes In-Wall Body - Chrome - 71604000 + 13620180,Tapware,Shower Tapware,,,,,,,,,,,0.708
31685003 + 01800180,Hansgrohe,Hansgrohe Metris Wall Shower Mixer - Includes iBox In-Wall Body - Chrome - 31685003 + 01800180,Tapware,Shower Tapware,,,,,,,,,,,0.863
24151000 + 01800180,Hansgrohe,Hansgrohe Pulsify S Overhead shower 260 2jet EcoSmart Includes In-Wall IBox Body - Chrome - 24151000 + 01800180,Tapware,Shower Tapware,,,,,,,,,,,0.604
24151670 + 01800180,Hansgrohe,Hansgrohe Pulsify S Overhead shower 260 2jet EcoSmart Includes In-Wall IBox Body - Matte Black - 24151670 + 01800180,Tapware,Shower Tapware,,,,,,,,,,,0.454
24151700 + 01800180,Hansgrohe,Hansgrohe Pulsify S Overhead shower 260 2jet EcoSmart Includes In-Wall IBox Body - Matte White - 24151700 + 01800180,Tapware,Shower Tapware,,,,,,,,,,,0.467
24161003,Hansgrohe,Hansgrohe Pulsify Select S 65cm Rail Shower 105 3Jet Relaxation - Chrome - 24161003,Tapware,Shower Tapware,,,,,,,,,,,0.518
24161703,Hansgrohe,Hansgrohe Pulsify Select S 65cm Rail Shower 105 3Jet Relaxation - Matte White - 24161703,Tapware,Shower Tapware,,,,,,,,,,,0.495
24161673,Hansgrohe,Hansgrohe Pulsify Select S Shower set 105 3jet Set 650mm - Matte Black - 24161673,Tapware,Shower Tapware,,,,,,,,,,,0.775
26622003,Hansgrohe,Hansgrohe Raindance Select E120 Shower Set - Chrome - 26622003,Tapware,Shower Tapware,,,,,,,,,,,0.92
26622403,Hansgrohe,Hansgrohe Raindance Select E120 Shower Set - Chrome/White - 26622403,Tapware,Shower Tapware,,,,,,,,,,,0.873
26632003,Hansgrohe,Hansgrohe Raindance Select S120 Shower Set - Chrome - 26632003,Tapware,Shower Tapware,,,,,,,,,,,0.92
26632403,Hansgrohe,Hansgrohe Raindance Select S120 Shower Set - Chrome - 26632403,Tapware,Shower Tapware,,,,,,,,,,,0.92
26233007 + 01800180,Hansgrohe,Hansgrohe Rainfinity Overhead shower 250 3jet with Wall Connector Includes In-Wall IBox Body  - Chrome - 26233007 + 01800180,Tapware,Shower Tapware,,,,,,,,,,,0.56
26233707 + 01800180,Hansgrohe,Hansgrohe Rainfinity Overhead shower 250 3jet with Wall Connector Includes In-Wall IBox Body - Matte White - 26233707 + 01800180,Tapware,Shower Tapware,,,,,,,,,,,0.438
26233707 + 01800180 + 15382700 + 15312180 + 28632700 + 26865700 + 26453700 + 93276000,Hansgrohe,Hansgrohe Rainfinity Shower Set Package - Matte White - 26233707 + 01800180 + 15382700 + 15312180 + 28632700 + 26865700 + 26453700 + 93276000,Tapware,Shower Tapware,,,,,,,,,,,0.785
26858000,Hansgrohe,Hansgrohe Rainfinity Wall Outlet Porter 500 with Shower Holder and Shelf Right Chrome - 26858000,Tapware,Shower Tapware,,,,,,,,,,,0.553
26858700,Hansgrohe,Hansgrohe Rainfinity Wall Outlet Porter 500 with Shower Holder and Shelf Right Matt White - 26858700,Tapware,Shower Tapware,,,,,,,,,,,0.408
26843000,Hansgrohe,Hansgrohe Rainfinity Wall Outlet Porter 500 with Shower Holder and Shower Shelf Left Chrome - 26843000,Tapware,Shower Tapware,,,,,,,,,,,0.467
26843700,Hansgrohe,Hansgrohe Rainfinity Wall Outlet Porter 500 with Shower Holder and Shower Shelf Left Matt White - 26843700,Tapware,Shower Tapware,,,,,,,,,,,0.596
72649000 + 13620180,Hansgrohe,Hansgrohe Rebris S Shower Wall Mixer - Includes In-Wall Body - Chrome - 72649000 + 13620180,Tapware,Shower Tapware,,,,,,,,,,,0.708
72649670 + 13620180,Hansgrohe,Hansgrohe Rebris S Shower Wall Mixer - Includes In-Wall Body - Matte Black - 72649670 + 13620180,Tapware,Shower Tapware,,,,,,,,,,,0.575
72667003 + 01800180,Hansgrohe,Hansgrohe Rebris S Shower Wall Mixer - Includes iBox In-Wall Body - Chrome - 72667003 + 01800180,Tapware,Shower Tapware,,,,,,,,,,,0.601
26583400,Hansgrohe,Hansgrohe Select E Shower Set 110 Vario EcoSmart with Shower Bar 65cm - White & Chrome - 26583400,Tapware,Shower Tapware,,,,,,,,,,,0.832
28136000,Hansgrohe,Hansgrohe Sensoflex 160cm Hose - 28136000,Tapware,Shower Tapware,,,,,,,,,,,0.433
27413343,Hansgrohe,Hansgrohe Shower Arm 389mm Brushed Black Chrome - 27413343,Tapware,Shower Tapware,,,,,,,,,,,0.816
15744003 + 01850180,Hansgrohe,Hansgrohe ShowerSelect S 1 Function Thermostatic Mixer Includes IBox In-Wall Body - Chrome - 15744003 + 01850180,Tapware,Shower Tapware,,,,,,,,,,,0.874
15743003 + 01850180,Hansgrohe,Hansgrohe ShowerSelect S 2 Function Thermostatic Mixer Includes IBox In-Wall Body - Chrome - 15743003 + 01850180,Tapware,Shower Tapware,,,,,,,,,,,0.874
15741003 + 01800180,Hansgrohe,Hansgrohe ShowerSelect S Single Function Thermostat HighFlow Wall Mixer Includes IBox In-Wall Body - 15764003 - 15741003 + 01800180,Tapware,Shower Tapware,,,,,,,,,,,0.841
15760003 + 01850180,Hansgrohe,Hansgrohe ShowerSelect Thermostatic 1 Function Highflow Mixer Includes IBox In-Wall Body - Chrome - 15760003 + 01850180,Tapware,Shower Tapware,,,,,,,,,,,0.874
15762003 + 01850180,Hansgrohe,Hansgrohe ShowerSelect Thermostatic Mixer 1 Function Includes In-Wall Body - Chrome - 15762003 + 01850180,Tapware,Shower Tapware,,,,,,,,,,,0.584
15763003 + 01850180,Hansgrohe,Hansgrohe ShowerSelect Thermostatic Mixer 2 Functions Includes IBox In-Wall Body - Chrome - 15763003 + 01850180,Tapware,Shower Tapware,,,,,,,,,,,0.436
71765003 + 01800180,Hansgrohe,Hansgrohe Talis E Shower Wall Mixer - Includes IBox In-Wall Body - Chrome - 71765003 + 01800180,Tapware,Shower Tapware,,,,,,,,,,,0.601
71764000 + 13620180,Hansgrohe,Hansgrohe Talis E Shower Wall Mixer - Includes In-Wall Body - Chrome - 71764000 + 13620180,Tapware,Shower Tapware,,,,,,,,,,,0.708
71745003 + 01800180,Hansgrohe,Hansgrohe Talis E Single Lever Diverter Mixer with In-Wall Body - Chrome - 71745003 + 01800180,Tapware,Shower Tapware,,,,,,,,,,,0.546
27645000,Hansgrohe,Hansgrohe Unica Shower Bar E150cm w/Isiflex 160cm Shower Hose & Shelves - 27645000,Tapware,Shower Tapware,,,,,,,,,,,0.776
75415003 + 01800180,Hansgrohe,Hansgrohe Vivenis Bath Wall Mixer & Diverter - Includes In-Wall Body - Chrome - 75415003 + 01800180,Tapware,Shower Tapware,,,,,,,,,,,0.501
75415703 + 01800180,Hansgrohe,Hansgrohe Vivenis Single Lever Bath Diverter Mixer with In-Wall Body - Matte White - 75415703 + 01800180,Tapware,Shower Tapware,,,,,,,,,,,0.931
27409003,Hansgrohe,Hansgrohe Wall Shower Arm 241mm - Chrome - 27409003,Tapware,Shower Tapware,,,,,,,,,,,0.895
IS1050,Hotwire,Hotwire In Screed Heating System IS1050 - 6.4-7.5m²,Tapware,Shower Tapware,,,,,,,,,,,0.431
IS1200,Hotwire,Hotwire In Screed Heating System IS1200 - 7.6-8.4m²,Tapware,Shower Tapware,,,,,,,,,,,0.431
IS2400,Hotwire,Hotwire In Screed Heating System IS2400 - 16.1-17m²,Tapware,Shower Tapware,,,,,,,,,,,0.431
IS300,Hotwire,Hotwire In Screed Heating System IS300 - 1.3-2m²,Tapware,Shower Tapware,,,,,,,,,,,0.431
IS3000,Hotwire,Hotwire In Screed Heating System IS3000 - 17.1-21m²,Tapware,Shower Tapware,,,,,,,,,,,0.431
IS3600,Hotwire,Hotwire In Screed Heating System IS3600 - 21.1-25m²,Tapware,Shower Tapware,,,,,,,,,,,0.431
IS4200,Hotwire,Hotwire In Screed Heating System IS4200 - 25.1-29m²,Tapware,Shower Tapware,,,,,,,,,,,0.431
IS450,Hotwire,Hotwire In Screed Heating System IS450 - 2.1-3.1m²,Tapware,Shower Tapware,,,,,,,,,,,0.431
IS4800,Hotwire,Hotwire In Screed Heating System IS4800 - 29.1-33.5m²,Tapware,Shower Tapware,,,,,,,,,,,0.431
IS600,Hotwire,Hotwire In Screed Heating System IS600 - 3.2-4.2m²,Tapware,Shower Tapware,,,,,,,,,,,0.431
IS6000,Hotwire,Hotwire In Screed Heating System IS6000 - 33.6-43m²,Tapware,Shower Tapware,,,,,,,,,,,0.431
IS750,Hotwire,Hotwire In Screed Heating System IS750 - 4.3-5.4m²,Tapware,Shower Tapware,,,,,,,,,,,0.431
IS900,Hotwire,Hotwire In Screed Heating System IS900 - 5.5-6.3m²,Tapware,Shower Tapware,,,,,,,,,,,0.431
IW25-5-IWD,IXL,IXL IW25-5 In Wall Dehumidifier - IW25-5-IWD,Tapware,Shower Tapware,,,,,,,,,,,0.513
27915A-CP,Kohler,Kohler Taut Shower/Bath Mixer with Diverter - Chrome 27915A-CP,Tapware,Shower Tapware,,,,,,,,,,,0.558
P2051CP-1,Linkware,Linkware Augustine Shower Head and Arm - Chrome - P2051CP-1,Tapware,Shower Tapware,,,,,,,,,,,0.521
P20-FL53CP + P2051CP-1,Linkware,Linkware Augustine Shower Set - Chrome - P2053CP + P2051CP-1,Tapware,Shower Tapware,,,,,,,,,,,0.959
P2053BK + P2051BK-1,Linkware,Linkware Augustine Shower Set - Matte Black - P2053BK + P2051BK-1,Tapware,Shower Tapware,,,,,,,,,,,0.831
P20-FL53CP + P2051CP-1,Linkware,Linkware Augustine Shower Set - PVD Gold - P2053PVDG + P2051PVDG-1,Tapware,Shower Tapware,,,,,,,,,,,0.864
R835B,Linkware,Linkware Deluxe Shower Elbow - Chrome - R835B,Tapware,Shower Tapware,,,,,,,,,,,0.558
SST21602BG,Linkware,Linkware Elle 316 Stainless Steel Freestanding Twin Shower - Brushed Gold - SST21602BG,Tapware,Shower Tapware,,,,,,,,,,,0.56
SST21602B,Linkware,Linkware Elle 316 Stainless Steel Freestanding Twin Shower - Brushed Stainless - SST21602B,Tapware,Shower Tapware,,,,,,,,,,,0.559
SST21602MB,Linkware,Linkware Elle 316 Stainless Steel Freestanding Twin Shower - Matte Black - SST21602MB,Tapware,Shower Tapware,,,,,,,,,,,0.624
SST6808BG,Linkware,Linkware Elle 316 Stainless Steel Twin Shower on Rail - Brushed Gold - SST6808BG,Tapware,Shower Tapware,,,,,,,,,,,0.765
SST6808B,Linkware,Linkware Elle 316 Stainless Steel Twin Shower on Rail - Brushed Stainless - SST6808B,Tapware,Shower Tapware,,,,,,,,,,,0.718
SST6808CP,Linkware,Linkware Elle 316 Stainless Steel Twin Shower on Rail - Chrome - SST6808CP,Tapware,Shower Tapware,,,,,,,,,,,0.528
SST6808GM,Linkware,Linkware Elle 316 Stainless Steel Twin Shower on Rail - Gun Metal - SST6808GM,Tapware,Shower Tapware,,,,,,,,,,,0.413
SST6808MB,Linkware,Linkware Elle 316 Stainless Steel Twin Shower on Rail - Matte Black - SST6808MB,Tapware,Shower Tapware,,,,,,,,,,,0.77
MZ1004N-R-SS316,Meir Tapware,Meir Outdoor Twin Shower System - 316 Stainless Steel - MZ1004N-R-SS316,Tapware,Shower Tapware,,,,,,,,,,,0.567
MW16N-SS316,Meir Tapware,Meir Outdoor Wall Mixer/Includes In-Wall Body - 316 Stainless Steel - MW16N-SS316,Tapware,Shower Tapware,,,,,,,,,,,0.614
03-9432MBK,Methven,Methven Blaze Shower Mixer - Matte Black - 03-9432MBK,Tapware,Shower Tapware,,,,,,,,,,,0.691
17-7257M,Methven,Methven KROME - 150mm Hi Rise Shower - Chrome - 17-7257M,Tapware,Shower Tapware,,,,,,,,,,,0.593
17-7257MBK,Methven,Methven KROME - 150mm Hi Rise Shower - Matte Black - 17-7257MBK,Tapware,Shower Tapware,,,,,,,,,,,0.475
17-7165M,Methven,Methven KROME Short Twin Shower System - Chrome - 17-7165M,Tapware,Shower Tapware,,,,,,,,,,,0.814
11SL972B8,Mixx Tapware,Mixx Aloe 80mm Shower Mixer Brushed Nickel - Includes Body - 11SL972B8,Tapware,Shower Tapware,,,,,,,,,,,0.662
11SL972C8,Mixx Tapware,Mixx Aloe 80mm Shower Mixer Chrome - Includes Body - 11SL972C8,Tapware,Shower Tapware,,,,,,,,,,,0.761
11SL972G8,Mixx Tapware,Mixx Aloe 80mm Shower Mixer Gun Metal - Includes Body - 11SL972G8,Tapware,Shower Tapware,,,,,,,,,,,0.737
11SL972M8,Mixx Tapware,Mixx Aloe 80mm Shower Mixer Matte Black - Includes Body - 11SL972M8,Tapware,Shower Tapware,,,,,,,,,,,0.668
11SL974B,Mixx Tapware,Mixx Aloe Shower Diverter Wall Mixer - Includes In-Wall Body - Brushed Nickel - 11SL974B,Tapware,Shower Tapware,,,,,,,,,,,0.902
11SL974C,Mixx Tapware,Mixx Aloe Shower Diverter Wall Mixer - Includes In-Wall Body - Chrome - 11SL974C,Tapware,Shower Tapware,,,,,,,,,,,0.927
11SL974G,Mixx Tapware,Mixx Aloe Shower Diverter Wall Mixer - Includes In-Wall Body - Gun Metal - 11SL974G,Tapware,Shower Tapware,,,,,,,,,,,0.879
11SL974M,Mixx Tapware,Mixx Aloe Shower Diverter Wall Mixer - Includes In-Wall Body - Matte Black - 11SL974M,Tapware,Shower Tapware,,,,,,,,,,,0.869
11SL754R,Mixx Tapware,Mixx Anise Shower Diverter Wall Mixer - Includes In-Wall Body - Brushed Brass - 11SL754R,Tapware,Shower Tapware,,,,,,,,,,,0.894
11SL754B,Mixx Tapware,Mixx Anise Shower Diverter Wall Mixer - Includes In-Wall Body - Brushed Nickel - 11SL754B,Tapware,Shower Tapware,,,,,,,,,,,0.902
11SL754C,Mixx Tapware,Mixx Anise Shower Diverter Wall Mixer - Includes In-Wall Body - Chrome - 11SL754C,Tapware,Shower Tapware,,,,,,,,,,,0.927
11SL754M,Mixx Tapware,Mixx Anise Shower Diverter Wall Mixer - Includes In-Wall Body - Matte Black - 11SL754M,Tapware,Shower Tapware,,,,,,,,,,,0.869
11SL752BF,Mixx Tapware,Mixx Anise Shower Wall Mixer (60mm Backplate) Brushed Nickel - LF 11SL752BF,Tapware,Shower Tapware,,,,,,,,,,,0.433
11SL752M,Mixx Tapware,Mixx Anise Shower Wall Mixer (60mm Backplate) Matte Black - LF 11SL752MF,Tapware,Shower Tapware,,,,,,,,,,,0.608
11SL274B,Mixx Tapware,Mixx Argan Shower Diverter Wall Mixer - Includes In-Wall Body -  Brushed Nickel - 11SL274B,Tapware,Shower Tapware,,,,,,,,,,,0.902
11SL274C,Mixx Tapware,Mixx Argan Shower Diverter Wall Mixer - Includes In-Wall Body - Chrome - 11SL274C,Tapware,Shower Tapware,,,,,,,,,,,0.927
11SL274M,Mixx Tapware,Mixx Argan Shower Diverter Wall Mixer - Includes In-Wall Body - Matte Black - 11SL274M,Tapware,Shower Tapware,,,,,,,,,,,0.869
11RSA01B,Mixx Tapware,Mixx Matcha 380mm Straight Shower Arm Brushed Nickel - 11RSA01B,Tapware,Shower Tapware,,,,,,,,,,,0.678
11RSA01M,Mixx Tapware,Mixx Matcha 380mm Straight Shower Arm Matte Black - 11RSA01M,Tapware,Shower Tapware,,,,,,,,,,,0.72
11RSL02BL,Mixx Tapware,Mixx Matcha Twin Shower Brushed Nickel - 11RSL02BL,Tapware,Shower Tapware,,,,,,,,,,,0.647
11RSL02ML,Mixx Tapware,Mixx Matcha Twin Shower Matte Black - 11RSL02ML,Tapware,Shower Tapware,,,,,,,,,,,0.769
11SL952CF,Mixx Tapware,Mixx Saffron 60mm Shower Wall Mixer Chrome - Includes Body LF - 11SL952CF,Tapware,Shower Tapware,,,,,,,,,,,0.628
